2,BAC MIP Pricer (AFL),libRCSP DP pricer
0:7fc1b0b78fcef39032c8078d5178761d5eb480d9ff26514341ae77a3372c5163,16.854966000000001,27.453091000000001
0:e146d26247bc8cd258f0b5497c940920bffbd840777ae18a7685d3028dabbb58,1.018637,20.643128999999998
0:7c6ca9d8bb08b52c083b224390891c2f71cebf7593d2cfa8d8dafc91694bd432,0.97261200000000003,30.174665000000001
0:db41ff416a7535552939d6bc1a58f16be21bc731b4d7900e063d044e32767006,0.51812100000000005,3.1844350000000001
0:64485fb6b12e3e7447474928229fa873c68e3fe19c7c97ce868646ff062c77f8,1.4511039999999999,12.706125999999999
0:8d56b926c87216db7815e3c260f1d7aa7efa3d24613768b10344f8782df7baca,0.41004499999999999,6.5692329999999997
0:5ac435dad52966ffa40eddb08e0cc1bd1682b618e35a1f30f06e14f0e6134fc7,1.12879,28.748712999999999
0:17ee545cb3d610454d19b314ea6b699ed46943375c551bb1017b487f2ba100e9,1.7515259999999999,16.614471999999999
0:c93fbde01e446d037e094b25f183de1b08bac67dfd1f3a8dd8592e4c19e0e950,1.2830509999999999,22.468603000000002
0:e3e5109eb684a853169b2494c17c895d70a252bccc372c4259d60e2b834814d1,2.6616719999999998,6.0804489999999998
0:1f8e232a4ae18a7da8e44d07d4333d707884a110e6ce6c7f092b8c65b0751f46,0.40756399999999998,0.66670600000000002
0:7104e82ca1c99236e591cdbef1644fdb230f43d4b74e565faa1a176b2d810b68,0.44614100000000001,0.86990800000000001
0:defb654c4faadb536e946d011b4d66f469f1f9ebcbf386ab213f629ae2347a80,0.55599200000000004,0.60860899999999996
0:d078db6620454689b78ef7438a2d4d6246e8c745d9319510af7f8a88051eabfa,0.54152400000000001,0.72492100000000004
0:7750415221e57332f71d0d0f67bf5db31e02deaa765c9c6e8f104eba38a30920,0.32558599999999999,0.77435100000000001
0:e75fe88870874c8372cdde3858aa553c07a428eb4df302b5925093636652eda0,0.51473899999999995,0.74159399999999998
0:c9c3cf28eee42ef8f36dc6551251d9cfe215a63a073f369cf5c75822ddfd8d7d,0.46721600000000002,0.66127800000000003
0:dbcc422172230b59795e77c0ce2f1b8852f3b316afcfc9e1b4f2ec506c94bfcf,0.50937299999999996,0.650725
0:afebca13a9774551af894963e744249af5d8c6b850803b2e1c63937c3c26fd0e,0.42479099999999997,1.095593
0:803220476a0a738d9c9251a31b2ce943c86f4787f1cc67d4683cf45e934cf7ee,0.55628699999999998,0.66145799999999999
0:52ac0b9c782093c47209d3d1bfaf690ba85eb0ae5650ceba9213b2d4bd4178fe,0.28922500000000001,0.052019000000000003
0:14debe3f08b404bc7a085e7b0422c2755a399dc80f72bb8ebab70529bd282e78,0.16408800000000001,0.13544900000000001
