2,My CPTP MIP pricer,BaPCod
0:a37974c56cef4d05a864d2aa339dfbce94cd7f7c5f859a7ea30966ad4407371c,234.15680458641859,1.0007112932021709
0:ac1e24e89af5e8b4e70ef6610f0f813d94c5f51bfcf7a827271d581d9db5238b,461.47305119307413,1.0007154867098342
0:d7476eedf6eb70b6a3e4c7c16ce92d38cdaab34c6da49c8a7d11e0360b68a78f,705.95816182689589,1.0007048209754721
0:6a6649cd74a1669f2252309677d7cbb2571973d59fbdbeb6e5180226a952e6af,669.13425384195341,1.0007091745916927
0:62f3ff84ef440f56edd35d4f9e78fc58a4872d6804292eefc4120fca4ead07b5,422.34089203951851,1.0007011786813633
0:52b7decbdd94f907453863d9b6eece6884fcecc7d9aa25e8f528c5c5e2a93785,1358.2577420192786,1.0007020647724958
0:5a8953bbb5d0f089bdf71170c4574c295c4b6053024a0b4951d4859d9a9e0e8d,592.23650192755179,1.0006946132740595
0:0b854e145b94e4651d5b1041c735d567b54cb8821169ae23555598751e63c9f9,687.65656607991048,1.0006985191394244
0:cd3b34e9ca4b3af38bb352726609f0f7eec1cd9bf3e40354d840589786803fe6,629.15000105411843,1.0007027456271653
0:e6fbc7a2a65a5e9bf7dd9b514697008c5ee7e63b78d743a4fdd35233edd9bb86,701.9288245251621,1.0007172777873414
0:3b5be534b8eaa8d5a12b9f9f0a7495dc76546fff9a64afcb411f421c06dd5c1b,57.501796776070371,1.0034224306102193
0:cf5005366e642ded1d7c4d3753a15ae8c2e0047715bcb506346e9a3364140183,41.90363114338794,1.003377807802736
0:107662bb8530af8b667601e0b17cf1bd0cad59e9ded26c336b21b49757b416c9,48.989424298193313,1.0025920837761477
0:8033650f47aa96f697d3d37c1f26dafd2218210ee439124fbf15460e38c4bb89,33.036356978447373,1.0026156099602428
0:e99822449355e53b364cfcdacdc621e37086ce1df819e31d90dd2944cb89ba1b,52.533046797511346,1.0030056205103544
0:11ae42d3481a04d729165d7e32442c220ea80ad9841388be5c8a2f60328dd022,51.592283066554337,1.0033698399326032
0:abca3810aacdf77701e49e79a9569424e99e04bb00e8af0f1eb613127df1b3f8,51.633905494068529,1.0033136722115448
0:88d20ff925e9aa6f465bea7c35f91ebc43ecaa433f842336800f6b51bdd812ed,58.406782572842218,1.0034359538207807
0:a8b2aa77840a7c18f0c09fcc1775c3ed896f70ea22faf362c47d7893d452edeb,37.475371731327975,1.0034182191078449
0:a8c09db72890cb7540ae4f9a294463491e2a4c57dab9d01dd6deb8e513f09a7a,50.339274964885284,1.00334425790917
0:9959c69fbfcb2af49506850de42c34595abd58ed4397fa780fa61db4aa8e472a,139.2183896464866,1.0003474333362286
0:7e21349a81fa19339e32c99a86cd5c955bea5cc7afffef4feea3cc77db991e31,190.74186290685466,1.0003408920463068
0:6c47897b3d51773c6da82b198549b3f2babf5c4177b3fd0d077184377d81e42b,301.91037572077255,1.0003403884513007
0:eec87b9b0cc51ebfca968e561f222ffc528a6e9cff8c2f6e47eb01645e28ab1d,120.63228550541636,1.000349781211852
0:ad8c17b3d3560ba7c2c4efabb99500d6fdccab0406175f083e9876f15df8445c,263.60437034519202,1.0003365428301232
0:7df4ae7aaf3145821e2f74f5adcbfdc1b37f7b9600032e6ab8468ee58b1bd187,138.43455675605753,1.0003404069905979
0:09e29529615bbd05c7cbc6002797aeb8df9edd978ca90b0fe18e757e74c3ca52,238.89504949077818,1.0003578508906907
0:22acdcdbfb3f72bc94fdd15eb72fb9e08f6209eddeb76393083ec87b2596bb13,144.11106171113232,1.0003393891673764
0:469cf31507cddaaa68afda443eba0400a3ff708d02bfd9b4a75b3851776c2fc2,133.99885144942857,1.0003523161262138
0:ef545be8e6767a040904ae2c85e5d48b91cfe5babf3c2069d33b54008a7d352a,208.695557262113,1.0003555328014562
0:3ae041874514b0f50945f374cc0a2ccd0e0dafa38e215c2038e849834e87c6be,2697.9842577194477,1.0011236460065622
0:e4919ef935eeefe03396d1f505dfed1c59c64bb251a4f37704aacdacc1777586,1255.5416816736472,1.0010290500838677
0:575186777236305b114bc4b8f015908b1ff8e3ca1be7bfa78953f1089a601138,1541.2045342723459,1.0009647387969707
0:e7fc0c07e2defb4b8f6e7576b83825f46be1cdab08f00abe580ffa3ea93fd572,988.24820889080718,1.0010789814415193
0:7f80e6a5b504cf677b5cb5413e052a9e4c0e9983e7154d96be25cd69e691ba6d,623.49802276812466,1.0010893839533743
0:44ff4263d6c57d671e4c8f932abf059b04b207baa2573dace8ddab8f69c9175f,1095.1975329675947,1.0011358344407719
0:8e18b99590269d13fe84594d2b4c87be392fbc6092ef3c4fbcde483696c5f2bc,2181.0206547941425,1.0010619431435641
0:47af83d5cce4861f9b95802211ecda8207bcbcfe2de7623e3168286d57bf8fac,1187.3393065923194,1.0011242018167101
0:fdae88f65ed33dfb755a906f8f94c7e09a1dd27bef4a3cda1c5e4af4fd481526,997.23168746056626,1.001017645981316
0:bcbdd5d3c5541de70f03ad068b095216283c2793aefe0764f9160ea7f2d8e35f,1287.8515726623307,1.0010662117496536
0:756e6875cba99bc93f802861cdb617ccb7e7499440f17da1c2f807533861b4eb,67.154133197592458,1.0000279685856845
0:7bbc56590993baf9d122902ea8fa6f917759c45d3778ab40b5a127f1efdcf7d3,53.172189208086493,1.0000263352290311
0:e9b1da67192de58509d6660a981294d6be3b90f79c09f930c70270e58b86c107,67.102591307132371,1.0000279425378475
