3,BAC MIP Pricer (EFL),BAC MIP Pricer (AFL),BAC MIP Pricer (NFL)
0:763705e057a1336a04804d8d94d2e7e4b4a2b9ffae83f288f641a75097fd0c5a,60.560502999999997,60.469983999999997,60.031835999999998
0:748bb45d730579bf33dc269968a10f981010880dea22a7d783eb2cb6f3a28c86,61.699216999999997,60.013632999999999,60.018430000000002
0:6daa73160f53bd70099bb76f041f106938c028bbcdef29d4d052f120e1e216b7,61.516193000000001,60.007719000000002,60.028624999999998
0:4d796429f371b29a0386900b560806d12ee30e2537dc1060ffedb0d0ee35ba67,61.290393999999999,60.043882000000004,60.016151000000001
0:ce45cb96046afa1391ab7e15cf164076da111fc0ef4545292fc74a06d0c445fa,61.939245,60.025239999999997,60.027126000000003
0:9a02a587e654f5eeced310e5cd501b095917c0c528ada2187c9d54aa031e5c8a,61.043436,60.016621000000001,60.012034999999997
0:4bb7fc42a95cfb62e222f32d23d46e85baef1efcd0e4353e67b57f038b23a0a7,60.228659,60.856411000000001,60.021647999999999
0:b2927ab29fb79994c1f22dc76867104ca15b342b528119de6bf9e1f284ef58f1,60.123044,60.008619000000003,60.016179999999999
0:73ed9f380af987b15a5937fcb3a661bed599527cb7aca75f3ba519085e0ab143,61.082585999999999,60.099713000000001,60.032729000000003
0:4064b70228d6c74049242045daf15d64bcba5bd0f82c4dd06c82295657e49a6c,60.837041999999997,60.018377000000001,60.017409000000001
0:4f29683953db4cc6d41ddaeace27c47da2a91694d4bcd0357dbbd58a8d54c26c,60.011927,10.405562,60.017124000000003
0:ac3fc6751310bfc8a33b353ecd373c8addd0d76d800474e47c46030dc1ba37e7,60.003312999999999,34.270673000000002,60.012827999999999
0:932f287ffe803a99dad9e4972017ca0ef51e7ac17abbda54871ba63be236dfda,60.005312000000004,19.191548999999998,60.031064000000001
0:f87dc7d8309fb80224c6e466eebdb2192f823123d88d61dc69c2dbb272b4f5b6,60.038612000000001,18.536984,60.028964000000002
0:199fdc8556ed9ddb9a38cb56302786bef290f98f79b2977354667c1328a33ad1,60.021417999999997,19.345687000000002,60.025919000000002
0:d57a1fbcb1a8ba92003dc224c8920259f970b57962f8ba60d7068ada58d71a22,60.017586999999999,19.254027000000001,60.016159999999999
0:3e1d1f6ecd5a3887d7c8aa54aeacbd1872dc4889e6adab11d18c666b98f8d671,60.009363,16.719214000000001,60.013185999999997
0:32e0fd39c4a1d3ef379770b2c5a12eb1614e6542d917036086e0de84822e55ea,60.006208999999998,38.019038000000002,60.031556999999999
0:6b32452891a4eeae064e2dfa2a18fd87fba7dcfe3caefb21ee0432c7b7217b5f,60.026401,45.414458000000003,60.028129
0:741abdd41716f70a1dbc1e575fd14976093231f0aa356b943d0cbe3ec0e602ca,60.008678000000003,19.560459999999999,60.025537999999997
0:d74f27241e1d3f620ccde37ba2a557b4e3d48f2ecd4bcfef398fa96ec1a54246,60.082135999999998,26.052655000000001,12.621591
0:42bbf67f8149d7cf873672d9c685d828860dec60df9a57631544b9424cffed7d,60.023197000000003,39.527037999999997,14.632066999999999
0:48955261e8db29dca89a343b901f83d90807718e29785a474046409a0fd2e595,60.018217999999997,60.024954999999999,13.628855
0:ed3e9b50e17a5671565441d5ee6fa4a9ec636c989d6dd98875acad5551b1379f,60.020899999999997,60.021531000000003,8.2875180000000004
0:d9a77c084039f5c98b9d673329966f6a478e5236425a5910ea79b7c07634a2cb,60.030320000000003,50.508411000000002,22.280428000000001
0:f6de013791946a7cc33f65ace38d1a65c2e57d36b2d0895a4890647a75ac12c0,60.310237999999998,60.031961000000003,30.970367
0:0e56774612c1ed47547f5af887f215f28c2d9c86b8f51c56d307a3434b884a08,60.047562999999997,60.049295999999998,60.020890000000001
0:24c4ea7f3896c0376be04c728e6f3168ad0875dddf818d493a6cb6ab7860e829,60.038651000000002,26.210241,17.533078
0:6ee1d6488b10612295b90fe909ed91396fe763bf7bc28d69943994361cab1bac,60.024557000000001,60.006456,11.457836
0:bb8885449b86d9ba49c0733141d528ed9322e837187ec63c94181f85a5fddc05,60.033638000000003,45.748503999999997,20.730775000000001
