2,BAC MIP Pricer (AFL),libRCSP DP pricer
0:2953b03f3417be0fb78b4f31fa4d777839faa57cffe0f1fc304bba5e6ab1bc0f,2.1220850000000002,0.30715500000000001
0:284942d94fc78617819da085242a403c5ab7dde1b0e10c666405d2ff99de8a81,2.4054669999999998,0.31358200000000003
0:0af19d21909454ec40aef7f9356331909aec3266a2de3986a9d9780578cf9166,1.396102,0.28913299999999997
0:19ca41b381ddf189af6c0e0e36997cdff9e173e6c5785e4c705014e5b3b320dc,1.164474,0.31203999999999998
0:99b5889b3ecf6728b30461c061ee64292f0880a23680c5e13823738399a44ed3,1.0324519999999999,0.31343300000000002
0:08ac050d7b942e39e46b0f3eb0560b9d741bfebabf69728a5cb6aef49bd521d8,0.97772800000000004,0.31681399999999998
0:f568bd4ce018f8a9aa32b42143da2c0679baf5114149b58a50e19392e594d06d,1.16045,0.31747599999999998
0:879fd7cdf305c55c5d8a90c5db548312c870a8e22c929258111f0bf0a07c5ad6,1.3940459999999999,0.30559399999999998
0:b874adfc441905c90446332bacbf2a2bf9ca07644f7353a2e69b1635d15433a8,1.88184,0.30685499999999999
0:b31e473e161efdd9973d4fc50d283c89fd56b6629ff8c51aad61b3133db553c7,0.83465999999999996,0.31556400000000001
0:db0201b52f4aabfaf8e2c5b09bbffc8be4680e528411edfab8105a081e697ac5,0.49814000000000003,0.032945000000000002
0:a6881e86cbb4fcf18a22708e20134b0a89e9d05f95661eae8f41147800033090,0.45851399999999998,0.039885999999999998
0:18224ee2445cddb34fb9e01c9cef7174fe89d09b1daf75dbbe65995a740ef379,0.489313,0.032619000000000002
0:76049d1ea760b913957a09f3c2109736d6164bd68976936eec9288426c343d37,0.55224200000000001,0.031968000000000003
0:58cf99b1ed3f6e40994f6c2883ae56a009200d91c2eeab762194036bf590bcbb,0.52293100000000003,0.029106
0:882f8eceaa3dd2acfdc84c555b8c93aeab2cc4be89a8ab15c0368166ef9a571d,0.43248700000000001,0.035123000000000001
0:b9fc2adf8d154dfffb13f5b8d25f15f0d69d195948d4011ce7fe5b8dd7baa60a,0.51570199999999999,0.044868999999999999
0:07203ffefc5f8dcb63ef52cd1b27b65d28ac5eca258b4a38b6a479dce4135083,0.36486600000000002,0.034020000000000002
0:df86448189888e886e8519a1f0767cd84ec154d6921ecd244b5d5c9146f5a3f9,0.49001099999999997,0.036485999999999998
0:e9cc78ba7d95096433c23319ef8a0cd059574b9697934d399439907d5349e790,0.43657899999999999,0.028301
0:fb9ff49e5e8917d1ca8fb30b1b0c97665fa32fa5754f8facfe0a30c7927120a9,16.438341000000001,0.137492
0:ab81ee78ba242ab8455ee0679c654891a8446f47c534cccfcade463226cbd25d,25.460913000000001,0.13924400000000001
0:ab64e859efd85db23c1d8d428f1b0cd6888a43cd6b97ecf9e91a69c16bb59e1e,8.6525719999999993,0.13062399999999999
0:e5b17bb1a9442cdf303d35b1f4fcf42bbf7be821a32e0931e554fbc5dd94b185,8.2744239999999998,0.135989
0:2da90c4716cb1eb9762903f7d4ff87c12bf48e84b461095fbca29d78e01866b8,9.3522689999999997,0.13090099999999999
0:59549ab2f8f3a00e72fc006b81960c9a69ebb3babee66a25fe8396577329c8dc,4.4008779999999996,0.13267000000000001
0:c6ad659c8e016914fea83a92e316383b99b3a522848cdbc0fc7b7b1280f86723,7.2023339999999996,0.13642499999999999
0:367a6a4a439e5ee1224e15fc69fa00c822cbd0bb4663dca13a50032c3af1eaff,34.804709000000003,0.12964000000000001
0:33efd69722bd345a583cbb592424a716590b05d6afbd470db7b34bf993cdc676,7.0727460000000004,0.140546
0:2820ef4ca9e3532252e9ec349f00342cb61dd0072abe1c3eee568029fdb9d3f3,9.8343290000000003,0.12930800000000001
0:69f63d0d291ab4472bf1d7df151a1dbf3aff7c5a441a136df91b1edf750bb1ec,0.63175899999999996,0.192633
0:8d08e1c36365c0dc074a4ecf74a076b9c73403d8c5bbffd4b1cd6b43b623312b,0.768262,0.19015899999999999
0:5240d60917c7ef4a418eef2d78f332c0c625e6aa631cf29e54743f44fdc90cb9,0.62534999999999996,0.19881099999999999
0:170aa4097c05280308ad91c79ffc64ffd429f6554c4fe71d5baaa56e72ec2853,0.62339,0.193298
0:0d1f4fb5e3cc20561eea5f0696451825324f975010caff984e3a00eb5df8c00d,0.85162800000000005,0.191936
0:e78425bffcd2027cb14c5e617347dba5aab5593bdf814f7edff44a55f24023e4,0.55605300000000002,0.1623
0:7ee4dea8c404ca662cd8f54a9b59de5f45c04ec55342bd6158ed339769e26b1b,0.72343400000000002,0.190109
0:01dd66346aa48e799f13597007c43a81abe82698dc2d24a20581f44e271183c9,0.69136399999999998,0.221391
0:5a11ba4185d8d36fb87cf00514c03384ffd49ffad0ce92472d9967c0647cc024,0.71827099999999999,0.19176099999999999
0:590a2f0cd15af84f95652d777a2170ecba8206f70eb18d6b41f53ed157096f6a,0.80767599999999995,0.18946399999999999
0:c545657aa2c86eeedfa660e86ad00582953ad5ddbcb5fed10e3130e40f11e9a1,1.7480739999999999,0.048243000000000001
0:2b807c0ef16c14446b56a54d40ffc0699b61b703ed3edf3178515b94b54558b2,1.8751739999999999,0.048434999999999999
0:e69494af75d88b800ce686103d5e33a39488dfe25e764f214307e31708c68739,1.7485059999999999,0.048895000000000001
0:7cf6db77f0773a70ff796392f56989d5130ceedc5d0411b35673bb3eba82bef0,1.7788189999999999,0.047418000000000002
0:7a7baaff8aeca9c4d5974ed5df5b76f315f3242b863220ec195c5fe21364c208,1.219177,0.047775999999999999
0:89011b640b66b62896f3a5d0a3d8e099a3cf3e570920944f53c6083be6170242,1.7492840000000001,0.049065999999999999
0:4e1b565a6cc5c5db345fa10f4587d954c0ef932ee87ffcf3804083a320d007f2,1.8987769999999999,0.048815999999999998
0:479aadb64b8eea1421ca65611d2b4b2e9c00bfcc0f99af0f07d1b1e9ced35c9f,1.6921520000000001,0.048141000000000003
0:b8a214fc315ec911d225bb4fd83904ad583c1d8b3399fdd4727cfd0e6dcbf7ef,1.867019,0.047587999999999998
0:a07ba8fb0b80f9ea908d16ea8aa14c0eca0e90e513a1b4f05163caf55f742b9c,1.760513,0.047315999999999997
0:96c507600b9e4b83bb68d54224aaab54a5f8a7f151ff6ea38c4006c58c3c5cad,6.2083219999999999,0.41472500000000001
0:ceef17079156554a55517f12cbb465087da8dc7a26e7ecbc73e1830b8373a8ed,3.5164580000000001,0.37765199999999999
0:dfaaa74f69adc6b119d15ffb37b77d6d7d41979e998aa22049b9ecf64f003273,3.1528100000000001,0.45503700000000002
0:6553fdc9ac1f59b3f9fdd0e408394055656401af724eecce2fa354f600414c69,3.3337729999999999,0.42180400000000001
0:7c1826043b855f716310ea2fc1e907088a30d37a3cb826b095270899b2cd97f2,2.2573569999999998,0.370529
